Date,Website,Total Products,Avg Price,Median Price,Products with Discount,Avg Discount,Products with Rating,Avg Rating,Total Reviews,Official Store Products,Non-Official Store Products,Unique Categories
2025-12-02,jumia,1100,402.75,179.0,1024,37.63,903,4.19,41510.0,487,613,12
