Date,Website,Total Products,Avg Price,Median Price,Products with Discount,Avg Discount,Products with Rating,Avg Rating,Total Reviews,Official Store Products,Non-Official Store Products,Unique Categories
2025-12-03,jumia,1100,406.85,178.0,1014,37.67,887,4.19,41755.0,474,626,12
