brand,category,category_2,category_3,current_price,discount,image_url,is_official_store,name,old_price,rating,review_count,scraped_at,sku,source,url
Samsung,Phones & Tablets,Mobile Phones,Smartphones,"1,589.00 Dhs",6%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"Samsung Galaxy A16 - 6.7"" - 4GB + 128GB - Black - 2 ans de garantie","1,699.00 Dhs",4.5,39,2025-12-02T19:47:53.618209,,jumia.ma,https://www.jumia.ma/samsung-galaxy-a16-6.7-4gb-128gb-black-2-ans-de-garantie-65981495.html
Generic,Phones & Tablets,Accessories,Bluetooth Accessories,85.00 Dhs,43%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Casque Stéréo Bluetooth 5.0 avec micro d'Appels et de Musique et sport,149.00 Dhs,3.7,66,2025-12-02T19:47:53.619258,,jumia.ma,https://www.jumia.ma/casque-stereo-bluetooth-5.0-avec-micro-dappels-et-de-musique-et-sport-generic-mpg1499970.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,959.00 Dhs,13%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi A5 - 6.8"" - 3GB + 64GB - Ocean Blue","1,100.00 Dhs",4.1,11,2025-12-02T19:47:53.619926,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-a5-6.8-3gb-64gb-ocean-blue-66411341.html
Haylou,Phones & Tablets,Accessories,Bluetooth Headsets,110.00 Dhs,52%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Haylou Ecouteur bluetooth X1 Plus – Blanc,229.00 Dhs,3.3,12,2025-12-02T19:47:53.620770,,jumia.ma,https://www.jumia.ma/haylou-ecouteur-bluetooth-x1-plus-blanc-67120460.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,"1,099.00 Dhs",27%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi A5 - 6.8"" - 4GB + 128GB - Sandy Gold","1,499.00 Dhs",4.4,9,2025-12-02T19:47:53.621524,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-a5-6.8-4gb-128gb-sandy-gold-67057788.html
Generic,Phones & Tablets,Accessories,Selfie Sticks & Tripods,95.00 Dhs,37%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Ring Light 26cm + Trepied Tripod Avec Support Téléphone RingLight,150.00 Dhs,3.6,16,2025-12-02T19:47:53.622290,,jumia.ma,https://www.jumia.ma/generic-ring-light-26cm-trepied-tripod-avec-support-telephone-ringlight-64471597.html
Generic,Phones & Tablets,Accessories,Mobile Game Controllers,105.00 Dhs,65%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Manette sans fil Bluetooth 3 en 1 pour téléphone contrôleur de jeu gaming pour iOS / Android / PC / PS3 / PS4 avec support téléphone,300.00 Dhs,4.6,16,2025-12-02T19:47:53.623143,,jumia.ma,https://www.jumia.ma/generic-manette-sans-fil-bluetooth-3-en-1-pour-telephone-controleur-de-jeu-gaming-pour-ios-android-pc-ps3-ps4-avec-support-telephone-65956247.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,"1,249.00 Dhs",24%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi 15C 6.9""  – 4GB + 128GB - Midnight Black","1,650.00 Dhs",3,2,2025-12-02T19:47:53.623903,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15c-6.9-4gb-128gb-midnight-black-67174444.html
Ugreen,Phones & Tablets,Accessories,Cables,56.00 Dhs,43%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Ugreen Type C 2.0 Male To Type C 2.0 Male 5A Data Cable 1m,99.00 Dhs,4.6,7,2025-12-02T19:47:53.624978,,jumia.ma,https://www.jumia.ma/ugreen-type-c-2.0-male-to-type-c-2.0-male-5a-data-cable-1m-65995240.html
Itel,Phones & Tablets,Tablets,Android Tablets,899.00 Dhs,18%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Itel Vista Tab 10 mini – 8’’ – ROM 64Go + RAM 8Go (3Go+5Go)  – Gris + Pochette Gratuite,"1,099.00 Dhs",3.7,11,2025-12-02T19:47:53.627124,,jumia.ma,https://www.jumia.ma/itel-vista-tab-10-mini-8-rom-64go-ram-8go-3go5go-gris-pochette-gratuite-66039632.html
Samsung,Phones & Tablets,Accessories,Chargers,129.00 Dhs,41%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung Adaptateur secteur 25W (sans câble) Blanc 12 mois de garantie,219.00 Dhs,4.6,64,2025-12-02T19:47:53.628068,,jumia.ma,https://www.jumia.ma/samsung-adaptateur-secteur-25w-sans-cable-blanc-12-mois-de-garantie-65712759.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,"1,819.00 Dhs",17%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,XIAOMI REDMI 15 - 256 Go - NFC - 8 Go RAM – Titan Gray,"2,199.00 Dhs",,,2025-12-02T19:47:53.628933,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15-256-go-nfc-8-go-ram-titan-gray-67257950.html
Samsung,Phones & Tablets,Accessories,Memory Cards,159.00 Dhs,36%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Samsung Memory Card Micro SD Carte Mémoire Micro SDXC Classe 10 128 GB 130MB/s,250.00 Dhs,4.8,30,2025-12-02T19:47:53.629863,,jumia.ma,https://www.jumia.ma/samsung-memory-card-micro-sd-carte-memoire-micro-sdxc-classe-10-128-gb-130mbs-64726861.html
Deep Bass,Phones & Tablets,Accessories,Headsets,106.00 Dhs,58%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"Deep Bass Casque Sans Fil Bluetooth R20 avec Son Stéréo Haute Définition, Micro Intégré, Batterie Longue Durée Autonomie musicale : 7–8 heures d'autonomie  et Design Pliable",250.00 Dhs,5,1,2025-12-02T19:47:53.631186,,jumia.ma,https://www.jumia.ma/deep-bass-casque-sans-fil-bluetooth-r20-avec-son-stereo-haute-definition-micro-integre-batterie-longue-duree-autonomie-musicale-78-heures-dautonomie-et-design-pliable-67163442.html
Ugreen,Phones & Tablets,Accessories,Chargers,99.00 Dhs,50%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Ugreen A+C Dual-Port Car Charger PD30W+SCP22.5W,199.00 Dhs,4.4,9,2025-12-02T19:47:53.632001,,jumia.ma,https://www.jumia.ma/ugreen-ac-dual-port-car-charger-pd30wscp22.5w-65995242.html
Generic,Phones & Tablets,Accessories,Selfie Sticks & Tripods,95.00 Dhs,44%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Ring Light 20cm + Trepied Noir Tripod Studio photo RingLight 3 Lumiere,170.00 Dhs,4,12,2025-12-02T19:47:53.632754,,jumia.ma,https://www.jumia.ma/generic-ring-light-20cm-trepied-noir-tripod-studio-photo-ringlight-3-lumiere-64847348.html
Samsung,Phones & Tablets,Accessories,Data & Connectivity,197.00 Dhs,44%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung Smart TAG 2 - Noir,349.00 Dhs,5,1,2025-12-02T19:47:53.633455,,jumia.ma,https://www.jumia.ma/samsung-smart-tag-2-noir-64211731.html
Samsung,Phones & Tablets,Accessories,Accessory Kits,58.00 Dhs,55%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung 3.5mm Earphones black,129.00 Dhs,4.3,9,2025-12-02T19:47:53.634225,,jumia.ma,https://www.jumia.ma/samsung-3.5mm-earphones-black-43439144.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,839.00 Dhs,32%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,XIAOMI Redmi A3X 3Go 64Go Midnight Black,"1,229.00 Dhs",3.4,34,2025-12-02T19:47:56.156284,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-a3x-3go-64go-midnight-black-65704799.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,"1,819.00 Dhs",17%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,XIAOMI REDMI 15 - 256 Go - NFC - 8 Go RAM – Midnight Black,"2,199.00 Dhs",4,1,2025-12-02T19:47:56.157006,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15-256-go-nfc-8-go-ram-midnight-black-67257949.html
XIAOMI,Phones & Tablets,Accessories,Wired Headsets,67.00 Dhs,32%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,XIAOMI Type-C Earphones (Black),99.00 Dhs,3.8,36,2025-12-02T19:47:56.157727,,jumia.ma,https://www.jumia.ma/xiaomi-type-c-earphones-black-65849315.html
P9,Phones & Tablets,Accessories,Headsets,59.00 Dhs,34%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,P9 Casque Bluetooth Sans Fil écouteur anti bruit Bluetooth,89.00 Dhs,4,5,2025-12-02T19:47:56.158504,,jumia.ma,https://www.jumia.ma/p9-casque-bluetooth-sans-fil-ecouteur-anti-bruit-bluetooth-64331966.html
Generic,Phones & Tablets,Accessories,Mobile Game Controllers,247.00 Dhs,59%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",False,Manette sans fil RGB pour téléphone contrôleurs sans fil pour iOS / Android / PC / Switch Bluetooth avec ventilateur de refroidissement à radiateur,600.00 Dhs,4.5,18,2025-12-02T19:47:56.159213,,jumia.ma,https://www.jumia.ma/generic-manette-sans-fil-rgb-pour-telephone-controleurs-sans-fil-pour-ios-android-pc-switch-bluetooth-avec-ventilateur-de-refroidissement-a-radiateur-65849440.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,"1,249.00 Dhs",24%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi 15C 6.9"" – 4GB + 128GB – Mint Green","1,650.00 Dhs",4.8,4,2025-12-02T19:47:56.159935,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15c-6.9-4gb-128gb-mint-green-67185055.html
Samsung,Phones & Tablets,Mobile Phones,Smartphones,"1,589.00 Dhs",6%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,Samsung Galaxy A16 4GB + 128GB - Gray - 2 ans de garantie,"1,699.00 Dhs",4.8,33,2025-12-02T19:47:56.160620,,jumia.ma,https://www.jumia.ma/samsung-galaxy-a16-4gb-128gb-gray-2-ans-de-garantie-65981494.html
XIAOMI,Phones & Tablets,Mobile Phones,Smartphones,"1,249.00 Dhs",24%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,"XIAOMI Redmi 15C 6.9"" – 4GB + 128GB – Moonlight Blue","1,650.00 Dhs",,,2025-12-02T19:47:56.161300,,jumia.ma,https://www.jumia.ma/xiaomi-redmi-15c-6.9-4gb-128gb-moonlight-blue-67216652.html
INOI,Phones & Tablets,Mobile Phones,Smartphones,799.00 Dhs,33%,"data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' width='1' height='1'/%3E",True,INOI Inoi A14 2Go 64Go A140 Night Blue,"1,189.00 Dhs",,,2025-12-02T19:47:56.161986,,jumia.ma,https://www.jumia.ma/inoi-inoi-a14-2go-64go-a140-night-blue-66297067.html
